id,name,ml_target,degree,clustering,eigenvector,pagerank,degree_centrality,k-core
55,crispe1586,0,3,0.3333333333333333,0.00046557805121201886,1.0386474798025652e-05,7.957770763150216e-05,3
56,TarrySingh,1,88,0.020114942528735632,0.004181625923323458,0.00015329015964721823,0.0023342794238573965,21
57,gideonheilbron,0,1,0.0,5.492856199055428e-05,5.206813017797845e-06,2.6525902543834053e-05,1
58,roalcantara,0,7,0.19047619047619047,0.002493107404991319,1.5304261810856094e-05,0.00018568131780683837,6
59,novinsh,1,1,0.0,3.0638227970454004e-05,5.7712401965525116e-06,2.6525902543834053e-05,1
60,XiaocongDong,0,1,0.0,2.4184572614053655e-07,1.0733917668784012e-05,2.6525902543834053e-05,1
61,muhammadfaizan,0,21,0.24761904761904763,0.007399517133917932,3.1099899587441805e-05,0.0005570439534205151,20
62,bigzhao,1,1,0.0,2.7847427883863283e-06,5.685811368863315e-06,2.6525902543834053e-05,1
63,guillecro,0,1,0.0,2.8833981082368418e-05,5.330359267010183e-06,2.6525902543834053e-05,1
64,7772,0,1,0.0,6.334848128572219e-05,5.255976295348545e-06,2.6525902543834053e-05,1
65,paranoiasystem,0,3,0.3333333333333333,0.00289187601971297,8.503861569477704e-06,7.957770763150216e-05,3
66,Endika,0,4,0.3333333333333333,0.0025836388848099762,9.350880719258841e-06,0.00010610361017533621,4
67,jasperblues,0,27,0.18233618233618235,0.006572237554684375,3.97803920351469e-05,0.0007161993686835194,21
68,ogirginc,0,4,0.5,0.0002181120975973506,9.038452561640607e-06,0.00010610361017533621,4
69,shogochiai,0,12,0.06060606060606061,0.0023624874613908955,2.1299103791038563e-05,0.0003183108305260086,9
70,TinaBryan,0,1,0.0,1.4753502710951132e-05,6.497447247241753e-06,2.6525902543834053e-05,1
71,iksnae,0,3,0.3333333333333333,0.0002334679228085657,7.854602155802486e-06,7.957770763150216e-05,3
72,mafellows,1,6,0.13333333333333333,0.0002811983128293732,1.201879678893165e-05,0.0001591554152630043,6
73,kentcdodds,0,1267,0.00614081352998899,0.06247925730580645,0.0018472678761246037,0.03360831852303774,34
74,DennisWanjiru,0,6,0.06666666666666667,0.000753178848769433,1.5782464205023845e-05,0.0001591554152630043,5
75,rupesh1310,0,18,0.1111111111111111,0.0026662330420080403,2.948731430685802e-05,0.00047746624578901296,12
76,ayberkanilatsiz,0,4,0.16666666666666666,8.865424036157543e-05,9.00339916330206e-06,0.00010610361017533621,4
77,fangying,1,1,0.0,2.6232220144149518e-05,5.490533845530132e-06,2.6525902543834053e-05,1
78,rozentill,1,15,0.13333333333333333,0.0026066774613150556,2.7502668475322234e-05,0.0003978885381575108,11
79,talentkeychen,1,1,0.0,1.993539767528703e-05,5.827018371380703e-06,2.6525902543834053e-05,1
80,lilosir,0,1,0.0,0.002390927041092497,5.555354343172847e-06,2.6525902543834053e-05,1
81,g8up,0,19,0.13450292397660818,0.004432313774434168,2.8314347868531216e-05,0.000503992148332847,16
82,shz2050,0,2,0.0,9.220761178489564e-06,7.12956691524312e-06,5.3051805087668106e-05,2
83,Bjoux2,1,7,0.09523809523809523,0.0007262505978544442,1.7463721737639053e-05,0.00018568131780683837,6
84,MasihKarimi,0,2,0.0,0.0005569888965956856,7.045306434576661e-06,5.3051805087668106e-05,2
85,SeunghunSunmoonLee,0,5,0.1,0.0006322343535897711,1.0430778285669639e-05,0.00013262951271917026,5
86,milon,0,54,0.12299091544374563,0.004974511678564751,8.019970051844846e-05,0.0014323987373670388,21
87,fernandojsg,0,24,0.14855072463768115,0.006039081658786293,3.8671228140803927e-05,0.0006366216610520172,16
88,keyvanakbary,0,44,0.056025369978858354,0.003825617522624444,6.908480909327773e-05,0.0011671397119286983,18
89,MarcoCabazal,0,5,0.4,0.002681088777404165,1.234690780953252e-05,0.00013262951271917026,4
90,hisrg,1,5,0.0,3.546216628057978e-05,1.8397571042361736e-05,0.00013262951271917026,3
91,timmo001,0,2,0.0,5.868252948999015e-05,7.017705392549626e-06,5.3051805087668106e-05,2
92,AD7six,0,55,0.061952861952861954,0.00625309995802078,8.624764304767926e-05,0.0014589246399108729,24
93,pragyandas,0,1,0.0,5.054954151186988e-05,5.481246225070095e-06,2.6525902543834053e-05,1
94,starkwang,0,144,0.05788655788655789,0.014502886535173867,0.00018503235570507725,0.0038197299663121037,34
95,rubensfernandes,0,1,0.0,6.924689296867948e-05,5.318973276812829e-06,2.6525902543834053e-05,1
96,stoprocent,0,1,0.0,0.00018262076241580685,5.194702629546758e-06,2.6525902543834053e-05,1
97,pmn,0,9,0.5555555555555556,0.004381905725478192,1.620849431127146e-05,0.00023873312289450648,8
98,aviflax,0,23,0.11067193675889328,0.004740242290346423,3.493604602750653e-05,0.0006100957585081832,17
99,paulgureghian,1,19,0.07017543859649122,0.0008642377081714928,3.743269903332116e-05,0.000503992148332847,12
100,Silic0nS0ldier,0,1,0.0,0.002026696792201716,5.388302079466201e-06,2.6525902543834053e-05,1
101,mingkin,1,47,0.01572617946345976,0.0011319122032193818,8.68875940502209e-05,0.0012467174195602004,18
102,ferschke,1,2,0.0,0.00010089364909458523,6.792154350373969e-06,5.3051805087668106e-05,2
103,git-kale,1,3,1.0,2.1243425269807657e-05,8.503894912039292e-06,7.957770763150216e-05,3
104,helexy22,1,8,0.35714285714285715,0.0031000243019314944,1.567532730974365e-05,0.00021220722035067242,7
105,rioastamal,0,13,0.1282051282051282,0.00036810383825287477,2.7214965933183412e-05,0.0003448367330698427,9
106,jvperrin,0,5,0.3,0.0024308126598539042,1.2153362959509979e-05,0.00013262951271917026,5
107,iblancasa,0,47,0.11748381128584644,0.004891246482490443,7.628183342409333e-05,0.0012467174195602004,20
108,HYPJUDY,1,23,0.11462450592885376,0.00235767531646338,4.416220257041109e-05,0.0006100957585081832,12
109,ellenmellon,1,4,0.5,0.00010116607105759846,1.1048464405846901e-05,0.00010610361017533621,4
110,qingbusheng,0,6,0.2,0.0002049252806954111,1.2637219701499253e-05,0.0001591554152630043,6
111,luizjr,0,2,0.0,7.230785911542462e-05,7.230509166491008e-06,5.3051805087668106e-05,2
112,pikanglong,0,1,0.0,2.38681088879844e-07,7.0647741554794715e-06,2.6525902543834053e-05,1
113,JohnMars,0,7,0.19047619047619047,0.0011336882247521874,1.896518925326829e-05,0.00018568131780683837,5
114,maurodelazeri,0,7,0.23809523809523808,0.0030746309441502194,1.747868900755101e-05,0.00018568131780683837,6
115,sharpstill,1,5,0.1,0.0004377096954264772,1.2068785434033578e-05,0.00013262951271917026,5
116,myedibleenso,0,9,0.05555555555555555,0.0009374092903194153,2.0288507891327112e-05,0.00023873312289450648,7
117,neelkirit,1,2,1.0,1.7872144380215433e-05,1.032378373187579e-05,5.3051805087668106e-05,2
118,jicjjang,0,6,0.2,0.002519425410296026,1.4484829574721968e-05,0.0001591554152630043,4
119,denysdovhan,0,135,0.06301824212271974,0.017269470930284483,0.0001934973279119541,0.003580996843417597,34
120,nrkfeller,1,25,0.14333333333333334,0.007292743924003182,3.961714972411529e-05,0.0006631475635958513,20
121,thiennn,0,3,0.0,0.00043460959141408825,8.281352349806957e-06,7.957770763150216e-05,3
122,paulhuisman,0,3,0.0,7.346277632560594e-05,8.541356914267996e-06,7.957770763150216e-05,3
123,quraisahamid,0,1,0.0,7.614410119582299e-06,7.156160389638293e-06,2.6525902543834053e-05,1
124,gsw945,0,12,0.13636363636363635,0.0031184073238226316,2.350781484763037e-05,0.0003183108305260086,9
125,Deardrops,0,17,0.125,0.002986289637637551,2.6938171590701184e-05,0.0004509403432451789,13
126,Rajat2712,1,6,0.26666666666666666,0.00019083808599537787,1.4174929759511135e-05,0.0001591554152630043,5
127,adichad,1,2,0.0,5.8824315496340666e-05,8.299606709200855e-06,5.3051805087668106e-05,2
128,stephanedenis,0,1,0.0,0.0001239464799547286,5.183796707845729e-06,2.6525902543834053e-05,1
129,thrifus,0,13,0.07692307692307693,0.0024676834088912833,2.1607802798832584e-05,0.0003448367330698427,10
130,francisfsjiang,1,5,0.7,0.002454663578955479,1.1746355657829948e-05,0.00013262951271917026,5
131,razbakov,0,27,0.08262108262108261,0.00400056616224166,4.542344277173243e-05,0.0007161993686835194,15
132,sawyes,0,3,0.0,0.00017559973582490158,7.852264596159058e-06,7.957770763150216e-05,3
133,h3nnn4n,1,4,0.16666666666666666,4.7198094883114106e-05,1.2394386971105245e-05,0.00010610361017533621,3
134,nevir,0,18,0.21568627450980393,0.005502641049480432,2.8353971881038634e-05,0.00047746624578901296,14
135,moeinrahimi,0,6,0.26666666666666666,0.0030769498541481973,1.2980150328397121e-05,0.0001591554152630043,5
136,forhadulislam,0,3,0.0,6.591002204231982e-05,8.838447810521702e-06,7.957770763150216e-05,3
137,neu-rah,0,5,0.1,0.0009771203117588257,1.2110442480028059e-05,0.00013262951271917026,4
138,iriswang1,1,2,0.0,0.0001489859006143476,7.441898503058024e-06,5.3051805087668106e-05,2
139,Marthyn,0,10,0.044444444444444446,0.0007978835721669239,2.246579154949261e-05,0.0002652590254383405,7
140,flavorjones,0,32,0.1431451612903226,0.004426796288191537,4.5401299439960296e-05,0.0008488288814026897,21
141,davidyell,0,17,0.09558823529411764,0.003025564383633983,3.58982634242402e-05,0.0004509403432451789,10
142,adityaas26,0,3,0.0,6.08230170512962e-05,1.4737740023298138e-05,7.957770763150216e-05,2
143,rafaelcamaram,0,7,0.19047619047619047,0.0007818337715798248,1.354364350249502e-05,0.00018568131780683837,6
144,smamran,0,78,0.12121212121212122,0.019609392878975247,0.0001036913865340203,0.002069020398419056,34
145,anayini,1,4,0.3333333333333333,0.00048782629532767693,8.907596918168565e-06,0.00010610361017533621,4
146,hunkyu,1,4,0.16666666666666666,3.1884543393168856e-05,1.2411887402232789e-05,0.00010610361017533621,4
147,chaodaqing,0,2,1.0,0.0024682814702865685,6.933764007843191e-06,5.3051805087668106e-05,2
148,elPandaFriki,0,3,0.0,5.7249545799508664e-05,9.597925593986342e-06,7.957770763150216e-05,3
149,stefanhendriks,0,2,0.0,0.00011066162944946544,7.0083595786532685e-06,5.3051805087668106e-05,2
150,BoyWithSilverWings,0,9,0.08333333333333333,0.0011968529041761467,1.5611477202459555e-05,0.00023873312289450648,8
151,samehkamaleldin,0,2,0.0,3.664361334304951e-05,7.225894630953722e-06,5.3051805087668106e-05,2
152,GuanlinLee,1,3,0.0,3.936732942366695e-05,1.0287017668809875e-05,7.957770763150216e-05,3
153,kangshaoshun,1,1,0.0,0.002390927041092497,5.555354343172847e-06,2.6525902543834053e-05,1
154,fuse-mars,0,3,0.0,0.0001384448242000413,8.708161578132156e-06,7.957770763150216e-05,3
155,dimgold,1,2,1.0,0.00015199992128001868,7.4427688319452865e-06,5.3051805087668106e-05,2
156,AndreiRailean,0,16,0.025,0.002379111633173802,2.571139651351283e-05,0.00042441444070134485,12
157,dongrenguang,0,9,0.16666666666666666,0.002894040201536211,1.6205291941553345e-05,0.00023873312289450648,7
158,LiXiuhong,1,2,1.0,7.17225678283688e-05,9.190440978692207e-06,5.3051805087668106e-05,2
159,minrk,0,103,0.04169046259280411,0.008099961786032046,0.00017859059734495064,0.0027321679620149076,25
160,sureshsarda,0,1,0.0,0.00020645085092064794,5.169858564662817e-06,2.6525902543834053e-05,1
161,mahdiabdolmaleki,0,3,0.3333333333333333,0.0006900569682861857,8.436538234410603e-06,7.957770763150216e-05,3
162,alethea,0,6,0.13333333333333333,0.00042969269216380394,1.2136380494797633e-05,0.0001591554152630043,6
163,banixc,0,2,1.0,7.464047800424886e-07,1.0160690479628417e-05,5.3051805087668106e-05,2
164,besquared,0,8,0.14285714285714285,0.0022955815840704497,1.4127293991841124e-05,0.00021220722035067242,8
165,BlackDante,0,2,0.0,1.5677521042600185e-05,7.715716678180512e-06,5.3051805087668106e-05,2
166,mohanarunachalam,1,53,0.09724238026124818,0.007128249190503245,8.229507914878023e-05,0.0014058728348232048,23
167,crosstreet74,0,2,0.0,0.000516692998526126,6.991775731636307e-06,5.3051805087668106e-05,2
168,LeonardoCardoso,0,27,0.19658119658119658,0.004215807166994953,3.914080421518915e-05,0.0007161993686835194,19
169,ascode,0,1,0.0,0.00020982113841196983,5.09867497705107e-06,2.6525902543834053e-05,1
170,jakobsandberg,1,1,0.0,5.106476391637979e-05,5.306971000716543e-06,2.6525902543834053e-05,1
171,asinbow,0,2,1.0,5.8735744955340686e-05,6.7826177597276435e-06,5.3051805087668106e-05,2
172,aarzchan,1,1,0.0,1.164164953518044e-06,6.165217964559154e-06,2.6525902543834053e-05,1
173,anilkunwar,1,5,0.0,0.0006176531958630531,1.1684931400192512e-05,0.00013262951271917026,5
174,bushidocodes,0,7,0.09523809523809523,0.001310519267735956,1.4293643094731923e-05,0.00018568131780683837,6
175,davegomez,0,29,0.21921182266009853,0.008381601508856218,4.0175189290040105e-05,0.0007692511737711875,23
176,SecureCloud-biz,0,3,0.6666666666666666,0.003060354799730253,8.869712744324643e-06,7.957770763150216e-05,3
177,ibnujakaria,0,6,0.2,0.000491640239491539,1.3178248623138734e-05,0.0001591554152630043,5
178,Joe8Bit,0,7,0.09523809523809523,0.0009386404550947603,1.3742176015094137e-05,0.00018568131780683837,6
179,frankodoom,0,20,0.14736842105263157,0.004195969102120955,3.409453256661034e-05,0.000530518050876681,14
180,lxchavez,0,5,0.6,0.003290816903187165,1.1829562669631446e-05,0.00013262951271917026,4
181,sjwilliams,0,19,0.14619883040935672,0.0021810615828587124,2.8815905267655608e-05,0.000503992148332847,16
182,YunzhuLi,1,39,0.08636977058029689,0.0007936147141984523,7.051994477132834e-05,0.001034510199209528,16
183,chenlongqiang,0,3,0.0,0.0009042453579785963,7.947232456543723e-06,7.957770763150216e-05,3
184,surunzi,0,61,0.14043715846994537,0.011422280449406578,7.63540704755326e-05,0.0016180800551738772,30
185,poudel,0,28,0.1455026455026455,0.007543109107374306,4.221770249099295e-05,0.0007427252712273535,21
186,Daaaaad,0,3,0.0,6.244118826243198e-05,8.16398778614519e-06,7.957770763150216e-05,3
187,boxabirds,1,3,0.0,0.00015633754878558988,8.501262012421862e-06,7.957770763150216e-05,3
188,Graphettion,0,1,0.0,2.412951648733591e-05,5.924806645740861e-06,2.6525902543834053e-05,1
189,szenekonzept,0,3,0.0,3.633104573124922e-05,8.245882034249787e-06,7.957770763150216e-05,3
190,nicolsc,0,9,0.05555555555555555,0.00024710877174378824,1.951005522028683e-05,0.00023873312289450648,6
191,Kingson4Wu,0,2,1.0,0.002507824037267408,6.810111463565363e-06,5.3051805087668106e-05,2
192,iamKael,0,16,0.10833333333333334,0.003797825936392292,2.824186678168644e-05,0.00042441444070134485,12
193,findingsea,0,18,0.0784313725490196,0.00371355602377673,2.8920457161762006e-05,0.00047746624578901296,14
194,redaxmedia,0,25,0.20333333333333334,0.007436528670646866,4.357515111451805e-05,0.0006631475635958513,17
195,r3dcrosse,0,2,0.0,0.0001812448217758061,6.4205312225900505e-06,5.3051805087668106e-05,2
196,amoose136,1,1,0.0,0.00030407884490637197,5.143647884986546e-06,2.6525902543834053e-05,1
197,osmangoninahid,0,40,0.17307692307692307,0.007443204221416454,5.961731319618087e-05,0.001061036101753362,20
198,eparejatobes,0,5,0.4,0.0001134136758446479,1.1348618306451215e-05,0.00013262951271917026,5
199,craigrshenton,1,2,1.0,0.0021185163080410423,6.753192253718289e-06,5.3051805087668106e-05,2
200,thierrymichel,0,8,0.21428571428571427,0.0011712099517663637,1.4220933821052866e-05,0.00021220722035067242,8
201,dikyarga,0,23,0.18972332015810275,0.002443258228280195,3.881090631687884e-05,0.0006100957585081832,15
202,saeedtabrizi,0,3,0.0,0.002479916243229856,8.31705219468859e-06,7.957770763150216e-05,3
203,mikaelkaron,0,13,0.1282051282051282,0.004175673174816943,1.913988009884485e-05,0.0003448367330698427,13
204,Solicite,0,1,0.0,0.002390927041092497,5.555354343172847e-06,2.6525902543834053e-05,1
205,F36,1,10,0.17777777777777778,0.003502621254452557,1.8959600821637863e-05,0.0002652590254383405,10
206,chenxuhao,1,3,0.0,8.888581025348639e-05,1.1350210078892262e-05,7.957770763150216e-05,3
207,HiDAl,0,2,0.0,0.0003678563158793798,6.914520015286407e-06,5.3051805087668106e-05,2
208,kasiditi,0,6,0.26666666666666666,9.42394594349106e-05,1.96122486611675e-05,0.0001591554152630043,4
209,thisismydesign,1,1,0.0,1.3243530511862205e-05,5.404793870481367e-06,2.6525902543834053e-05,1
210,summerwang0915,0,5,0.5,0.0031359815850163708,1.0422243124213466e-05,0.00013262951271917026,5
211,lupengkai,0,1,0.0,6.026379080616284e-05,5.3637875215093465e-06,2.6525902543834053e-05,1
212,jiangxtx,0,2,1.0,0.0025283705014390524,6.69815256559056e-06,5.3051805087668106e-05,2
213,hanyeliu,1,8,0.10714285714285714,0.0031171109544481774,1.7319490218276472e-05,0.00021220722035067242,6
214,lijiannuist,1,6,0.06666666666666667,0.00018122733411591785,1.4281614320108547e-05,0.0001591554152630043,6
215,AghilesAzzoug,1,7,0.14285714285714285,0.0006410792289084547,1.628885304293389e-05,0.00018568131780683837,6
216,karel-3d,0,7,0.047619047619047616,0.0007607719653847351,1.3800332103041577e-05,0.00018568131780683837,6
217,SeanJia,1,1,0.0,1.130418524140312e-05,5.783496244490346e-06,2.6525902543834053e-05,1
218,ilija139,1,35,0.12436974789915967,0.004949375595811902,6.0687000944271676e-05,0.0009284065890341919,19
219,ahmedalaahagag,0,36,0.10476190476190476,0.008356785195770587,5.577561057010905e-05,0.0009549324915780259,21
220,chenxy99,1,1,0.0,4.057994727313584e-05,5.450203228609952e-06,2.6525902543834053e-05,1
221,Cristian006,0,1,0.0,4.3780193970633766e-07,8.157672704123729e-06,2.6525902543834053e-05,1
222,dedevillela,0,4,0.0,0.00016823767580762596,9.637792007916539e-06,0.00010610361017533621,4
223,NoahOrberg,0,9,0.3611111111111111,0.0033498450999170084,1.8675710202847042e-05,0.00023873312289450648,7
224,panda020111,0,7,0.3333333333333333,0.0017739170136894956,1.244319266340209e-05,0.00018568131780683837,7
225,caddyliu,0,1,0.0,0.00033562574132398553,5.202098296226698e-06,2.6525902543834053e-05,1
226,rdspring1,1,3,0.6666666666666666,0.0023312859356939292,8.302077448049155e-06,7.957770763150216e-05,3
227,itsJASPERr,0,10,0.2,0.0019202152088383159,1.8240985354675547e-05,0.0002652590254383405,8
228,Drunkar,0,19,0.005847953216374269,0.0009811383987604224,3.3425550772025324e-05,0.000503992148332847,13
229,rousseauo,0,1,0.0,1.5818677226630318e-06,6.91166028719918e-06,2.6525902543834053e-05,1
230,rqbazan,0,23,0.1225296442687747,0.006300980346011873,3.361515684588084e-05,0.0006100957585081832,20
231,iamnapo,0,6,0.26666666666666666,0.0028899268570782167,1.4463118228585634e-05,0.0001591554152630043,4
232,cowlicks,1,23,0.09881422924901186,0.0037376245806774273,3.849838601785614e-05,0.0006100957585081832,14
233,ed-george,0,4,0.16666666666666666,8.904436137520829e-05,1.3670796175395577e-05,0.00010610361017533621,3
234,tessavdheiden,1,1,0.0,1.760580804846396e-05,5.864947740738909e-06,2.6525902543834053e-05,1
235,juliotorresmoreno,0,9,0.1111111111111111,0.0033846441955510675,1.68635647753602e-05,0.00023873312289450648,8
236,mfilej,0,7,0.14285714285714285,0.002684177006976417,1.4959193761206289e-05,0.00018568131780683837,7
237,MilindaLaknath,1,3,0.0,0.00020482157275477926,8.836414795475992e-06,7.957770763150216e-05,3
238,antonov,0,1,0.0,0.0006429261645898247,5.442463201741914e-06,2.6525902543834053e-05,1
239,hjanime,1,52,0.13650075414781296,0.005223522144453759,8.469476106045851e-05,0.0013793469322793707,22
240,meyskens,0,29,0.05665024630541872,0.0038108973364104994,4.3057003766433174e-05,0.0007692511737711875,18
241,lazarofl,0,12,0.3333333333333333,0.004526726081404777,1.8904958494466025e-05,0.0003183108305260086,11
242,lmm0591,0,17,0.3602941176470588,0.005025262575005366,2.511733261841236e-05,0.0004509403432451789,14
243,mattdennewitz,0,11,0.10909090909090909,0.002517590487512048,2.013141609415493e-05,0.00029178492798217457,9
244,Gdewilde,0,11,0.2727272727272727,0.004841580519346724,1.945047851747399e-05,0.00029178492798217457,10
245,ZhengshengWei,1,1,0.0,2.0713930958874948e-05,5.411030212527199e-06,2.6525902543834053e-05,1
246,petitspois,0,9,0.2777777777777778,0.003275014641540256,1.4968521213191828e-05,0.00023873312289450648,8
247,lymhust,1,1,0.0,4.464726042673685e-06,5.801747735255352e-06,2.6525902543834053e-05,1
248,suliang,0,3,0.0,0.0003402934683111486,7.464183509832978e-06,7.957770763150216e-05,3
249,MeteALANLI,0,1,0.0,1.516717840385859e-06,6.398054791840024e-06,2.6525902543834053e-05,1
250,olohmann,0,3,0.3333333333333333,0.0017002198217689953,8.222409460530188e-06,7.957770763150216e-05,3
251,McKenzieJDan,0,2,0.0,3.266752933525971e-05,6.887574855199348e-06,5.3051805087668106e-05,2
252,mar-bi,0,1,0.0,8.543427475783322e-05,5.15427627235154e-06,2.6525902543834053e-05,1
253,kaochenlong,0,45,0.09292929292929293,0.0052564765011135954,7.10752392101713e-05,0.0011936656144725323,21
254,herbat73,0,4,0.16666666666666666,0.0024954973652525636,1.0362311974295786e-05,0.00010610361017533621,4
255,ihorzenich,0,9,0.027777777777777776,0.0005481942722798505,1.6113096078901863e-05,0.00023873312289450648,8
256,jlilja,0,2,0.0,5.567557587274278e-05,7.389561333620218e-06,5.3051805087668106e-05,2
257,gon250,0,4,0.3333333333333333,0.001151955942167318,1.169944860201609e-05,0.00010610361017533621,3
258,loic-sharma,0,6,0.06666666666666667,0.0002188218789088478,1.5038213749565557e-05,0.0001591554152630043,5
259,GTmac,1,2,0.0,0.00012206464072953265,6.718606456570343e-06,5.3051805087668106e-05,2
260,apetresc,1,9,0.25,0.003987650543178457,1.7341209102599506e-05,0.00023873312289450648,8
261,nicktoumpelis,0,11,0.3090909090909091,0.003318364074769242,1.7683720794163457e-05,0.00029178492798217457,11
